"Country EN","Region 1 EN","Region 1 Local Language","Region 1 Latitude","Region 1 Longitude","Region 2 EN","Region 2 Latitude","Region 2 Longitude","Region 3 EN","Region 3 Latitude","Region 3 Longitude","Region 4 EN","Region 4 Latitude","Region 4 Longitude","Region 5 EN","Region 5 Latitude","Region 5 Longitude","Region 6 EN","Region 6 Latitude","Region 6 Longitude"
,,,,,,,,"Primitivo di Manduria Dolce Naturale","40,42186","17,633057",,,,,,,,,
,,,,,"Rosso Barletta","41,319277","16,28399",,,,,,,,,,,,
,,,,,"Rosso Canosa - Canusium","41,253032","16,062012",,,,,,,,,,,,
,,,,,"Rosso di Cerignola",41265,"15,901426",,,,,,,,,,,,
,,,,,"Salice Salentino","40,388148","17,961574",,,,,,,,,,,,
,,,,,"San Severo","41,690799","15,377067",,,,,,,,,,,,
,,,,,"Squinzano","40,438754","18,039005",,,,,,,,,,,,
,"Sardinia [Sardegna]",,"40,120875","9,012893",,,,,,,,,,,,,,,
,,,,,"Alghero","40,557981","8,322204",,,,,,,,,,,,
,,,,,"Arborea","39,905523","8,591309",,,,,,,,,,,,
,,,,,"Cagliari","39,215409","9,109324",,,,,,,,,,,,
,,,,,"Campidano di Terralba","39,720245","8,636145",,,,,,,,,,,,
,,,,,"Cannonau di Sardegna","40,120875","9,012893",,,,,,,,,,,,
,,,,,"Carignano del Sulcis","39,088502","8,673706",,,,,,,,,,,,
,,,,,"Giro di Cagliari","39,493444","9,298553",,,,,,,,,,,,
,,,,,"Malvasia di Bosa","40,308854","8,486938",,,,,,,,,,,,
,,,,,"Malvasia di Cagliari","39,223743","9,107666",,,,,,,,,,,,
,,,,,"Mandrolisai","40,032872","9,1008",,,,,,,,,,,,
,,,,,"Monica di Cagliari","39,493444","9,298553",,,,,,,,,,,,
,,,,,"Monica di Sardegna","40,120875","9,012893",,,,,,,,,,,,
,,,,,"Moscato di Cagliari","39,493444","9,298553",,,,,,,,,,,,
,,,,,"Moscato di Sardegna","40,120875","9,012893",,,,,,,,,,,,
,,,,,"Moscato di Sorso-Sennori","40,801336","8,574829",,,,,,,,,,,,
,,,,,"Nasco di Cagliari","39,493444","9,298553",,,,,,,,,,,,
,,,,,"Nuragus di Cagliari","39,571822","8,898926",,,,,,,,,,,,
,,,,,"Sardegna Semidano","39,643768","8,835754",,,,,,,,,,,,
,,,,,"Sardinia DOCG","40,120875","9,012893",,,,,,,,,,,,
,,,,,,,,"Vermentino di Gallura","41,060715","9,202423",,,,,,,,,
,,,,,"Vermentino di Sardegna","40,120875","9,012893",,,,,,,,,,,,
,,,,,"Vernaccia di Oristano","39,986591","8,539124",,,,,,,,,,,,
,"Sicily [Sicilia]",,"37,39793","14,658782",,,,,,,,,,,,,,,
,,,,,"Alcamo","37,980766","12,960354",,,,,,,,,,,,
,,,,,"Contea di Sclafani","37,82009","13,855133",,,,,,,,,,,,
,,,,,"Contessa Entellina","37,728844","13,184272",,,,,,,,,,,,
,,,,,"Delia Nivolelli",,,,,,,,,,,,,,
,,,,,"Eloro","36,897194","15,067749",,,,,,,,,,,,
,,,,,,,,"Eloro Pachino","36,725677","15,084229",,,,,,,,,
,,,,,"Erice","38,036479","12,583763",,,,,,,,,,,,
,,,,,"Etna","37,696861","15,095215",,,,,,,,,,,,
,,,,,"Faro","38,212288","15,556641",,,,,,,,,,,,
,,,,,"Malvasia delle Lipari","38,470794","14,957886",,,,,,,,,,,,
,,,,,"Mamertino di Milazzo","38,22955","15,238037",,,,,,,,,,,,
,,,,,"Marsala","37,799084","12,434233",,,,,,,,,,,,
,,,,,"Menfi","37,605528","12,974854",,,,,,,,,,,,
,,,,,"Monreale","38,081235","13,289695",,,,,,,,,,,,
,,,,,"Moscato di Noto","36,891741","15,071001",,,,,,,,,,,,
,,,,,"Moscato di Pantelleria","36,853252","11,953125",,,,,,,,,,,,
,,,,,,,,"Passito di Pantelleria","36,853252","11,953125",,,,,,,,,
,,,,,"Moscato di Siracusa","37,066228","15,284288",,,,,,,,,,,,
,,,,,"Noto","36,891741","15,071001",,,,,,,,,,,,
,,,,,"Riesi","37,283102","14,083256",,,,,,,,,,,,
,,,,,"Salaparuta","37,759034","13,010774",,,,,,,,,,,,
,,,,,"Sambuca di Sicilia","37,650573","13,112105",,,,,,,,,,,,
,,,,,"Santa Margherita di Belice","37,692457","13,023851",,,,,,,,,,,,
,,,,,"Sciacca","37,505688","13,080469",,,,,,,,,,,,
,,,,,"Sicily DOCG","37,39793","14,658782",,,,,,,,,,,,
,,,,,,,,"Cerasuolo di Vittoria","36,96306","14,540405",,,,,,,,,
,,,,,"Vittoria","36,950032","14,537217",,,,,,,,,,,,
,"Trentino-Alto Adige",,"46,342958","11,244421",,,,,,,,,,,,,,,
,,,,,"Alto Adige - Sudtirol","46,498392","11,359863",,,,,,,,,,,,
,,,,,,,,"Alto Adige Colli di Bolzano","46,494611","11,35437",,,,,,,,,
,,,,,,,,"Alto Adige Meranese di Collina","46,666402","11,156616",,,,,,,,,
,,,,,,,,"Alto Adige Santa Maddalena",,"11,460114",,,,,,,,,
,,,,,,,,"Alto Adige Terlano","46,533463","11,246407",,,,,,,,,
,,,,,,,,"Alto Adige Valle Isarco","46,639065","11,56517",,,,,,,,,
,,,,,,,,"Alto Adige Valle Venosta","46,641187","10,989761",,,,,,,,,
,,,,,"Casteller","46,077041","11,112671",,,,,,,,,,,,
,,,,,"Lago di Caldaro - Kalterersee","46,413571","11,242404",,,,,,,,,,,,
,,,,,"Teroldego Rotaliano","46,204547","11,079712",,,,,,,,,,,,
,,,,,"Trentino","46,077041","11,115417",,,,,,,,,,,,
,,,,,,,,"Trentino Castel Beseno",,,,,,,,,,,
,,,,,,,,"Trentino Isera","45,892876","11,008301",,,,,,,,,
,,,,,,,,"Trentino Sorni","46,176146","11,124172",,,,,,,,,
,,,,,,,,"Trentino Ziresi","45,918557","11,063576",,,,,,,,,
,,,,,"Trento","46,077041","11,115417",,,,,,,,,,,,
,,,,,"Valdadige - Etschtaler","46,073231","11,118164",,,,,,,,,,,,
,,,,,"Valdadige Terradeiforti","45,733505","10,940323",,,,,,,,,,,,
,"Tuscany [Toscana]",,"43,277205","11,25",,,,,,,,,,,,,,,
,,,,,"Ansonica Costa dell'Argentario","42,439674","11,12915",,,,,,,,,,,,
,,,,,"Barco Reale di Carmignano","43,81338","11,019115",,,,,,,,,,,,
,,,,,"Bianco Pisano di S.Torpe","43,58437","10,59082",,,,,,,,,,,,
,,,,,"Bianco dell'Empolese","43,735383","10,93689",,,,,,,,,,,,
,,,,,"Bianco di Pitigliano","42,654162","11,678467",,,,,,,,,,,,
,,,,,"Bolgheri","43,169129","10,601807",,,,,,,,,,,,
,,,,,"Candia dei Colli Apuani","44,038491","10,138321",,,,,,,,,,,,
,,,,,"Capalbio","42,486783","11,408615",,,,,,,,,,,,
,,,,,"Colli dell'Etruria Centrale","43,548548","11,035767",,,,,,,,,,,,
,,,,,"Colli di Luni - Tuscany","44,144769","10,000305",,,,,,,,,,,,
,,,,,"Colline Lucchesi","43,858297","10,491943",,,,,,,,,,,,
,,,,,"Cortona","43,274081","11,987754",,,,,,,,,,,,
,,,,,"Elba","42,811522","10,305176",,,,,,,,,,,,
,,,,,"Grance Senesi","43,2377","11,418228",,,,,,,,,,,,
,,,,,"Grappa di Toscana","43,277205","11,25",,,,,,,,,,,,
,,,,,"Montecarlo","43,861267","10,669098",,,,,,,,,,,,
,,,,,"Montecucco","42,882631","11,274033",,,,,,,,,,,,
,,,,,"Monteregio di Massa Marittima","42,783307","10,887451",,,,,,,,,,,,
,,,,,"Montescudaio","43,327037","10,627037",,,,,,,,,,,,
,,,,,"Moscadello di Montalcino","43,059356","11,489983",,,,,,,,,,,,
,,,,,"Orcia","43,072901","11,602936",,,,,,,,,,,,
,,,,,"Parrina","42,441068","11,217213",,,,,,,,,,,,
,,,,,"Pietraviva","43,53262","11,574097",,,,,,,,,,,,
,,,,,"Pomino","43,835517","11,497192",,,,,,,,,,,,
,,,,,"Rosato di Carmignano","43,813411","11,018772",,,,,,,,,,,,
,,,,,"Rosso di Montalcino","43,059356","11,489983",,,,,,,,,,,,
,,,,,"Rosso di Montepulciano","43,104994","11,782837",,,,,,,,,,,,
,,,,,"San Gimignano","43,468743","11,042633",,,,,,,,,,,,
,,,,,"Sant'Antimo","43,059356","11,489983",,,,,,,,,,,,
,,,,,"Sovana","42,654162","11,678467",,,,,,,,,,,,
,,,,,"Terratico di Bibbona","43,270706","10,59494",,,,,,,,,,,,
,,,,,"Terre di Casole","43,338164","11,043663",,,,,,,,,,,,
,,,,,"Tuscany DOCG","43,277205","11,25",,,,,,,,,,,,
,,,,,,,,"Brunello di Montalcino","43,059356","11,489983",,,,,,,,,
,,,,,,,,,,,"Grappa di Brunello","43,059356","11,489983",,,,,,
,,,,,,,,"Carmignano","43,813411","11,018772",,,,,,,,,
,,,,,,,,"Chianti","43,588349","11,315918",,,,,,,,,
,,,,,,,,,,,"Chianti Colli Aretini","43,468868","11,865234",,,,,,
,,,,,,,,,,,"Chianti Colli Fiorentini","43,777044","11,34613",,,,,,
,,,,,,,,,,,"Chianti Colli Senesi","43,329174","11,332397",,,,,,
,,,,,,,,,,,"Chianti Colline Pisane","43,542576","10,59082",,,,,,
,,,,,,,,,,,"Chianti Montalbano","43,782497","10,923672",,,,,,
,,,,,,,,,,,"Chianti Montespertoli","43,649988","11,076965",,,,,,
,,,,,,,,,,,"Chianti Rufina","43,836508","11,488953",,,,,,
,,,,,,,,"Chianti Classico","43,540585","11,293945",,,,,,,,,
,,,,,,,,"Elba Aleatico Passito","42,811522","10,316162",,,,,,,,,
,,,,,,,,"Montecucco Sangiovese","42,851806","11,260986",,,,,,,,,
,,,,,,,,"Morellino di Scansano","42,686473","11,332397",,,,,,,,,
,,,,,,,,"Suvereto","43,078296","10,679241",,,,,,,,,
,,,,,,,,"Vernaccia di San Gimignano","43,468743","11,042633",,,,,,,,,
,,,,,,,,"Vino Nobile di Montepulciano","43,104994","11,782837",,,,,,,,,
,,,,,"Val d'Arbia","43,325178","11,337891",,,,,,,,,,,,
,,,,,"Val di Cornia","42,948381","10,524902",,,,,,,,,,,,
,,,,,,,,"Val di Cornia Suvereto","43,087946","10,678711",,,,,,,,,
,,,,,"Valdichiana","43,259206","11,895447",,,,,,,,,,,,
,,,,,"Valdinievole","43,870178","10,813293",,,,,,,,,,,,
,,,,,"Vin Santo","43,277205","11,25",,,,,,,,,,,,
,,,,,,,,"Vin Santo Sant'Antimo","43,059356","11,489983",,,,,,,,,
,,,,,,,,"Vin Santo del Chianti","43,588349","11,315918",,,,,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Classico","43,540585","11,293945",,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Colli Aretini","43,468868","11,865234",,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Colli Fiorentini","43,777044","11,34613",,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Colli Senesi","43,329174","11,332397",,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Colline Pisane","43,542576","10,59082",,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Montalbano","43,782497","10,923672",,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Montespertoli","43,649988","11,076965",,,,,,
,,,,,,,,,,,"Vin Santo del Chianti Rufina","43,836508","11,488953",,,,,,
,,,,,,,,"Vin Santo di Carmignano","43,813411","11,018772",,,,,,,,,
,,,,,,,,"Vin Santo di Montepulciano","43,104994","11,782837",,,,,,,,,
,"Umbria",,"42,938004","12,621621",,,,,,,,,,,,,,,
,,,,,"Assisi","43,070167","12,617519",,,,,,,,,,,,
,,,,,"Colli Altotiberini","43,313188","12,34314",,,,,,,,,,,,
,,,,,"Colli Amerini","42,55308","12,409058",,,,,,,,,,,,
,,,,,"Colli Martani","42,90816","12,546387",,,,,,,,,,,,
,,,,,,,,"Colli Martani Grechetto di Todi","42,78023","12,408453",,,,,,,,,
,,,,,,,,"Colli Martani Vernaccia di Cannarra","42,994635","12,582521",,,,,,,,,
,,,,,"Colli Perugini","42,930285","12,337646",,,,,,,,,,,,
,,,,,"Colli del Trasimeno","43,153102","12,212677",,,,,,,,,,,,
,,,,,"Lago di Corbara","42,714732","12,106934",,,,,,,,,,,,
,,,,,"Montefalco","42,893653","12,650057",,,,,,,,,,,,
,,,,,"Orvietano Rosso","42,714732","12,112427",,,,,,,,,,,,
,,,,,"Orvieto","42,71647","12,111569",,,,,,,,,,,,
,,,,,,,,"Orvieto Classico","42,71647","12,111569",,,,,,,,,
,,,,,"Todi","42,78023","12,408453",,,,,,,,,,,,
,,,,,"Torgiano","43,032761","12,409058",,,,,,,,,,,,
,,,,,"Umbria DOCG","42,938004","12,621621",,,,,,,,,,,,
,,,,,,,,"Montefalco Sagrantino","42,910172","12,635651",,,,,,,,,
,,,,,,,,"Torgiano Rosso Riserva","43,032761","12,409058",,,,,,,,,
,"Veneto",,"45,467836","12,337646",,,,,,,,,,,,,,,
,,,,,"Arcole","45,357833","11,285648",,,,,,,,,,,,
,,,,,"Bagnoli di Sopra","45,188611","11,885944",,,,,,,,,,,,
,,,,,"Bardolino","45,564064","10,71167",,,,,,,,,,,,
,,,,,,,,"Bardolino Classico","45,564064","10,71167",,,,,,,,,
,,,,,"Bianco di Custoza","45,444235","10,831833",,,,,,,,,,,,
,,,,,"Breganze","45,708061","11,564795",,,,,,,,,,,,
,,,,,,,,"Breganze Torcolato","45,708061","11,564795",,,,,,,,,
,,,,,"Colli Berici","45,425444","11,497192",,,,,,,,,,,,
,,,,,,,,"Colli Berici Barbarano","45,422552","11,543884",,,,,,,,,
,,,,,"Colli Euganei","45,316667","11,666667",,,,,,,,,,,,
,,,,,"Corti Benedettine del Padovano","45,234283","12,065735",,,,,,,,,,,,
,,,,,"Gambellara","45,460796","11,341278",,,,,,,,,,,,
,,,,,,,,"Gambellara Classico","45,460796","11,341278",,,,,,,,,
,,,,,"Garda Veneto","45,574648","10,707708",,,,,,,,,,,,
,,,,,"Lison-Pramaggiore","45,814444","12,758904",,,,,,,,,,,,
,,,,,"Lugana - Veneto","45,450979","10,696564",,,,,,,,,,,,
,,,,,"Merlara","45,167352","11,442352",,,,,,,,,,,,
,,,,,"Montello e Colli Asolani","45,803914","11,90918",,,,,,,,,,,,
,,,,,,,,"Montello e Colli Asolani Venegazzu","45,780215","12,091484",,,,,,,,,
,,,,,"Monti Lessini","45,72397","11,129811",,,,,,,,,,,,
,,,,,"Piave","45,644768","12,568359",,,,,,,,,,,,
,,,,,"Prosecco","45,690833","12,23877",,,,,,,,,,,,
,,,,,,,,"Prosecco di Treviso","45,675482","12,23877",,,,,,,,,
,,,,,"Riviera del Brenta","45,435065","12,128951",,,,,,,,,,,,
,,,,,"Soave","45,428335","11,248627",,,,,,,,,,,,
,,,,,,,,"Soave Classico","45,428335","11,248627",,,,,,,,,
,,,,,"Valpolicella","45,548679","10,93689",,,,,,,,,,,,
,,,,,,,,"Valpolicella Classico","45,548679","10,93689",,,,,,,,,
,,,,,,,,"Valpolicella Ripasso","45,548679","10,93689",,,,,,,,,
,,,,,,,,,,,"Valpolicella Ripasso Classico","45,548679","10,93689",,,,,,
,,,,,,,,,,,"Valpolicella Ripasso Valpantena","45,525592","11,030273",,,,,,
,,,,,,,,"Valpolicella Valpantena","45,525592","11,030273",,,,,,,,,
,,,,,"Veneto DOCG","45,467836","12,337646",,,,,,,,,,,,
,,,,,,,,"Amarone della Valpolicella","45,548679","10,93689",,,,,,,,,
,,,,,,,,,,,"Amarone della Valpolicella Classico","45,548679","10,93689",,,,,,
,,,,,,,,,,,"Amarone della Valpolicella Valpantena","45,525592","11,030273",,,,,,
,,,,,,,,,,,"Grappa di Amarone","45,548679","10,93689",,,,,,
,,,,,,,,"Asolo Prosecco - Colli Asolani","45,801999","11,911926",,,,,,,,,
,,,,,,,,"Bagnoli Friularo",,,,,,,,,,,
,,,,,,,,"Bardolino Superiore","45,564064","10,71167",,,,,,,,,
,,,,,,,,,,,"Bardolino Superiore Classico","45,564064","10,71167",,,,,,
,,,,,,,,"Colli Euganei Fior d'Arancio","45,36276","11,657867",,,,,,,,,
,,,,,,,,"Colli di Conegliano","45,901477","12,304688",,,,,,,,,
,,,,,,,,,,,"Colli di Conegliano Refrontolo","45,901661","12,192819",,,,,,
,,,,,,,,"Lison","45,610195","12,870483",,,,,,,,,
,,,,,,,,,,,"Lison Classico","45,79434","12,826538",,,,,,
,,,,,,,,"Montello Rosso","45,823057","11,90918",,,,,,,,,
,,,,,,,,"Piave Malanotte","45,647648","12,566986",,,,,,,,,
,,,,,,,,"Prosecco di Conegliano-Valdobbiadene","45,897655","12,304688",,,,,,,,,
,,,,,,,,,,,"Conegliano Valdobbiadene Superiore di Cartizze","45,895504","12,011833",,,,,,
,,,,,,,,"Recioto della Valpolicella","45,548679","10,93689",,,,,,,,,
,,,,,,,,,,,"Recioto della Valpolicella Classico","45,548679","10,93689",,,,,,
,,,,,,,,,,,"Recioto della Valpolicella Valpantena","45,525592","11,030273",,,,,,
,,,,,,,,"Recioto di Gambellara","45,46302","11,322098",,,,,,,,,
,,,,,,,,,,,"Recioto di Gambellara Classico","45,46302","11,322098",,,,,,
,,,,,,,,"Recioto di Soave","45,428335","11,248627",,,,,,,,,
,,,,,,,,,,,"Recioto di Soave Classico","45,428335","11,248627",,,,,,
,,,,,,,,"Soave Superiore","45,428335","11,248627",,,,,,,,,
,,,,,,,,,,,"Soave Superiore Classico","45,428335","11,248627",,,,,,
,,,,,"Venezia","45,434336","12,338784",,,,,,,,,,,,
,,,,,"Vicenza","45,545905","11,540307",,,,,,,,,,,,
