"Country EN","Region 1 EN","Region 1 Local Language","Region 1 Latitude","Region 1 Longitude","Region 2 EN","Region 2 Latitude","Region 2 Longitude","Region 3 EN","Region 3 Latitude","Region 3 Longitude","Region 4 EN","Region 4 Latitude","Region 4 Longitude","Region 5 EN","Region 5 Latitude","Region 5 Longitude","Region 6 EN","Region 6 Latitude","Region 6 Longitude"
,,,,,,,,,,,,,,"Savigny-les-Beaune Bataillere","47,067082","4,843769",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Champ Chevrey","47,053049","4,848404",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune La Dominode","47,066848","4,818192",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Charnieres","47,063545","4,837675",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Hauts Jarrons","47,053283","4,831324",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Hauts Marconnets","47,04992","4,832654",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Jarrons","47,052844","4,833684",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Lavieres","47,062434","4,836302",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Marconnets","47,050593","4,834328",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Narbantons","47,053575","4,836087",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Peuillets","47,049131","4,836388",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Rouvrettes","47,054365","4,83201",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Talmettes","47,064743","4,837933",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Les Vergelesses","47,065766","4,841194",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Petits Godeaux","47,0641","4,833684",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Redrescul","47,055388","4,830036",,,
,,,,,,,,"Volnay","47,00367","4,781456",,,,,,,,,
,,,,,,,,,,,"Volnay Premier Cru","47,002734","4,780769",,,,,,
,,,,,,,,,,,,,,"Volnay Carelle Sous La Chapelle","46,997846","4,78549",,,
,,,,,,,,,,,,,,"Volnay Champans","46,996295","4,783044",,,
,,,,,,,,,,,,,,"Volnay Clos de l'Audignac","46,999024","4,781928",,,
,,,,,,,,,,,,,,"Volnay Clos de la Barre","47,000129","4,784975",,,
,,,,,,,,,,,,,,"Volnay Clos de la Bousse d'Or","46,999573","4,783559",,,
,,,,,,,,,,,,,,"Volnay Clos de la Cave des Ducs","47,002339","4,782314",,,
,,,,,,,,,,,,,,"Volnay Clos de la Chapelle","46,999178","4,782958",,,
,,,,,,,,,,,,,,"Volnay Clos de la Rougeotte","47,002134","4,784095",,,
,,,,,,,,,,,,,,"Volnay Clos des 60 Ouvrees","46,99208","4,776306",,,
,,,,,,,,,,,,,,"Volnay Clos des Chenes","46,994802","4,776392",,,
,,,,,,,,,,,,,,"Volnay Clos des Ducs","47,003268","4,781102",,,
,,,,,,,,,,,,,,"Volnay Clos du Chateau des Ducs","47,000246","4,7821",,,
,,,,,,,,,,,,,,"Volnay Clos du Verseuil","46,998578","4,782915",,,
,,,,,,,,,,,,,,"Volnay En Chevret","46,991728","4,780684",,,
,,,,,,,,,,,,,,"Volnay Fremiets","47,00329","4,785876",,,
,,,,,,,,,,,,,,"Volnay La Gigotte","46,997144","4,788022",,,
,,,,,,,,,,,,,,"Volnay Le Ronceret","46,994978","4,785705",,,
,,,,,,,,,,,,,,"Volnay Les Angles","47,001329","4,78622",,,
,,,,,,,,,,,,,,"Volnay Les Brouillards","47,0013","4,78931",,,
,,,,,,,,,,,,,,"Volnay Les Caillerets","46,993251","4,781499",,,
,,,,,,,,,,,,,,"Volnay Les Lurets","46,99249","4,784675",,,
,,,,,,,,,,,,,,"Volnay Les Mitans","46,99969","4,787636",,,
,,,,,,,,,,,,,,"Volnay Pitures Dessus","47,003875","4,782958",,,
,,,,,,,,,,,,,,"Volnay Robardelle","46,99126","4,783688",,,
,,,,,,,,,,,,,,"Volnay Santenots","46,989094","4,776993",,,
,,,,,,,,,,,,,,"Volnay Taille Pieds","46,997085","4,779825",,,
,,,,,"Cote de Nuits","47,144897","4,963074",,,,,,,,,,,,
,,,,,,,,"Chambolle-Musigny","47,185396","4,952431",,,,,,,,,
,,,,,,,,,,,"Chambolle-Musigny Grand Cru","47,185396","4,952431",,,,,,
,,,,,,,,,,,,,,"Bonnes-Mares","47,191316","4,956636",,,
,,,,,,,,,,,,,,"Le Musigny","47,177462","4,954405",,,
,,,,,,,,,,,"Chambolle-Musigny Premier Cru","47,185396","4,952431",,,,,,
,,,,,,,,,,,,,,"Chambolle-Musigny Aux Beaux Bruns","47,186956","4,961379",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Aux Combottes","47,185425","4,960649",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Aux Echanges","47,18595","4,961314",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Derriere la Grange","47,187525","4,956422",,,
,,,,,,,,,,,,,,"Chambolle-Musigny La Combe d'Orveau","47,175303","4,951572",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Amoureuses","47,1793","4,958053",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Baudes","47,190442","4,959254",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Borniques","47,181181","4,955671",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Carrieres","47,186111","4,956679",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Chabiots","47,181138","4,956722",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Charmes","47,183836","4,958353",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Chatelots","47,185483","4,957023",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Combottes","47,185717","4,959093",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Cras","47,187467","4,954298",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Feusselottes","47,184273","4,956079",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Fuees","47,188808","4,955907",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Groseilles","47,186913","4,959598",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Gruenchers","47,187438","4,957817",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Hauts Doix","47,180933","4,958568",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Lavrottes","47,188779","4,957752",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Noirots","47,188954","4,960155",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Plantes","47,183967","4,959984",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Sentiers","47,191579","4,961143",,,
,,,,,,,,,,,,,,"Chambolle-Musigny Les Veroilles","47,190617","4,953439",,,
,,,,,,,,"Cote de Nuits-Villages","47,138476","4,950199",,,,,,,,,
,,,,,,,,"Fixin","47,24534","4,972309",,,,,,,,,
,,,,,,,,,,,"Fixin Premier Cru","47,245328","4,973159",,,,,,
,,,,,,,,,,,,,,"Fixin Aux Cheusots","47,245503","4,968567",,,
,,,,,,,,,,,,,,"Fixin Clos Napoleon","47,24527","4,973116",,,
,,,,,,,,,,,,,,"Fixin Clos de la Perriere","47,245241","4,952431",,,
,,,,,,,,,,,,,,"Fixin En Suchot","47,24318","4,964533",,,
,,,,,,,,,,,,,,"Fixin La Perriere","47,244076","4,967065",,,
,,,,,,,,,,,,,,"Fixin Le Clos du Chapitre","47,244003","4,968846",,,
,,,,,,,,,,,,,,"Fixin Le Village","47,246224","4,967397",,,
,,,,,,,,,,,,,,"Fixin Les Arvelets","47,249057","4,967752",,,
,,,,,,,,,,,,,,"Fixin Les Hervelets","47,248009","4,967151",,,
,,,,,,,,,,,,,,"Fixin Queue de Hareng","47,242881","4,96552",,,
,,,,,,,,"Flagey-Echezeaux","47,167076","4,98024",,,,,,,,,
,,,,,,,,,,,"Flagey-Echezeaux Grand Cru","47,167076","4,98024",,,,,,
,,,,,,,,,,,,,,"Echezeaux","","",,,
,,,,,,,,,,,,,,"Grands-Echezeaux","47,170402","4,954147",,,
,,,,,,,,"Gevrey-Chambertin","47,225864","4,970198",,,,,,,,,
,,,,,,,,,,,"Gevrey-Chambertin Grand Cru","47,225864","4,970198",,,,,,
,,,,,,,,,,,,,,"Chambertin Clos-de-Beze","47,217003","4,966164",,,
,,,,,,,,,,,,,,"Chapelle-Chambertin","47,215458","4,968567",,,
,,,,,,,,,,,,,,"Charmes-Chambertin","47,211698","4,967709",,,
,,,,,,,,,,,,,,"Griotte-Chambertin","47,214168","4,968385",,,
,,,,,,,,,,,,,,"Latricieres-Chambertin","47,207995","4,963632",,,
,,,,,,,,,,,,,,"Le Chambertin","47,211581","4,965005",,,
,,,,,,,,,,,,,,"Mazis-Chambertin","47,220501","4,967194",,,
,,,,,,,,,,,,,,"Mazoyeres-Chambertin","47,206829","4,967408",,,
,,,,,,,,,,,,,,"Ruchottes-Chambertin","47,221025","4,964447",,,
,,,,,,,,,,,"Gevrey-Chambertin Premier Cru","47,225864","4,970198",,,,,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Au Closeau","47,221295","4,969919",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Aux Combottes","47,206479","4,962516",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Bel Air","47,217571","4,96346",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Champeaux","47,233878","4,96419",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Champonnet","47,223911","4,963675",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Cherbaudes","47,21814","4,969254",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Clos Prieur","47,219583","4,969983",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Clos Saint-Jacques","47,227933","4,960894",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Clos des Varoilles","47,226345","4,954212",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Clos du Chapitre","47,226592","4,963481",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Combe au Moine","47,2328","4,962044",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Craipillot","47,225412","4,964232",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin En Ergot","47,215895","4,971206",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Estournelles-Saint-Jacques","47,228239","4,957817",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Fonteny","47,222964","4,965498",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Issarts","47,22174","4,964275",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin La Bossiere","47,226009","4,950714",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin La Perriere","47,220821","4,970949",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin La Romanee","47,227117","4,951744",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Lavaut Saint-Jacques","47,225864","4,959126",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Les Cazetiers","47,229711","4,962516",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Les Corbeaux","47,222235","4,967923",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Les Goulots","47,234533","4,96228",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Petite Chapelle","47,217076","4,970863",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Petits Cazetiers","47,231204","4,964029",,,
,,,,,,,,,,,,,,"Gevrey-Chambertin Poissenot","47,227612","4,954705",,,
,,,,,,,,"Marsannay","47,270302","4,988667",,,,,,,,,
,,,,,,,,"Morey-Saint-Denis","47,197236","4,962602",,,,,,,,,
,,,,,,,,,,,"Morey-Saint-Denis Grand Cru","47,196945","4,96213",,,,,,
,,,,,,,,,,,,,,"Clos Saint-Denis","47,200794","4,9617",,,
,,,,,,,,,,,,,,"Clos de Tart","47,195807","4,959769",,,
,,,,,,,,,,,,,,"Clos de la Roche","47,20333","4,962301",,,
,,,,,,,,,,,,,,"Clos des Lambrays","47,197878","4,958696",,,
,,,,,,,,,,,"Morey-Saint-Denis Premier Cru","47,196945","4,96213",,,,,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Aux Charmes","47,202047","4,962473",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Aux Cheseaux","47,203746","4,967194",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Clos Baulet","47,197389","4,965627",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Clos Sorbe","47,196741","4,965005",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Clos des Ormes","47,202893","4,967322",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Cote Rotie","47,200283","4,958353",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis La Bussiere","47,19311","4,963953",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis La Riotte","47,199059","4,965606",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Le Village","47,19553","4,964833",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Blanchards","47,198271","4,966121",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Chaffots","47,202281","4,959297",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Charrieres","47,202106","4,966507",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Chenevery","47,199919","4,967837",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Faconnieres","47,201289","4,966164",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Genavrieres","47,203126","4,960155",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Gruenchers","47,198665","4,964705",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Millandes","47,199977","4,966743",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Ruchots","47,193533","4,961743",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Les Sorbes","47,196157","4,964297",,,
,,,,,,,,,,,,,,"Morey-Saint-Denis Monts Luisants","47,204467","4,96007",,,
,,,,,,,,"Nuits-Saint-Georges","47,137985","4,95032",,,,,,,,,
,,,,,,,,,,,"Nuits-Saint-Georges Premier Cru","47,137892","4,950371",,,,,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Argillas","47,146182","4,941874",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Boudots","47,1559","4,948955",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Bousselots","47,146649","4,944062",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Chaignots","47,149976","4,944577",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Champs Perdrix","47,150589","4,942045",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Cras","47,154587","4,94771",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Murgers","47,152194","4,94801",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Perdrix","47,137074","4,950886",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Thorey","47,148021","4,941316",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Aux Vignerondes","47,149743","4,946251",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Chaines Carteaux","47,120198","4,934707",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Chateau Gris","47,137985","4,95032",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos Arlot","47,110882","4,929492",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos Saint-Marc","47,113313","4,932207",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos de la Marechale","47,1078","4,925286",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos des Argillieres","47,11297","4,931563",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos des Corvees","47,11535","4,934793",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos des Corvees Pagets","47,11535","4,934793",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos des Forets Saint-Georges","47,117862","4,935694",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos des Grandes Vignes","47,113452","4,934524",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Clos des Porrets Saint-Georges","47,126272","4,940414",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges En la Perriere Noblot","47,152749","4,944234",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges La Richemone","47,153157","4,946895",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Argillieres","47,11297","4,931563",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Cailles","47,124053","4,938741",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Chaboeufs","47,125045","4,936552",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Crots","47,134943","4,940758",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Damodes","47,151727","4,944942",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Didiers","47,119526","4,936767",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Hauts Pruliers","47,130126","4,940951",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Perrieres","47,12614","4,93829",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Porrets-Saint-Georges","47,126418","4,940543",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Poulettes","47,12652","4,936552",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Proces","47,133673","4,942861",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Pruliers","47,131673","4,942689",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Saints-Georges","47,121103","4,937239",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Terres Blanches","47,12014","4,934621",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Vallerots","47,124972","4,93269",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Les Vaucrains","47,123352","4,93578",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Ronciere","47,128885","4,941798",,,
,,,,,,,,,,,,,,"Nuits-Saint-Georges Rue de Chaux","47,135104","4,943075",,,
,,,,,,,,"Vosne-Romanee","47,160015","4,955177",,,,,,,,,
,,,,,,,,,,,"Vosne-Romanee Grand Cru","47,160424","4,955006",,,,,,
,,,,,,,,,,,,,,"La Grande Rue","47,16054","4,9508",,,
,,,,,,,,,,,,,,"La Romanee","47,161649","4,948654",,,
,,,,,,,,,,,,,,"La Tache","47,159052","4,951315",,,
,,,,,,,,,,,,,,"Richebourg","47,16321","4,949534",,,
,,,,,,,,,,,,,,"Romanee-Conti","47,161314","4,949985",,,
,,,,,,,,,,,,,,"Romanee-Saint-Vivant","47,162729","4,952302",,,
,,,,,,,,,,,"Vosne-Romanee Premier Cru","47,160307","4,954834",,,,,,
,,,,,,,,,,,,,,"Vosne-Romanee Aux Brulees","47,165705","4,945693",,,
,,,,,,,,,,,,,,"Vosne-Romanee Aux Malconsorts","47,157301","4,949298",,,
,,,,,,,,,,,,,,"Vosne-Romanee Aux Raignots","47,164115","4,946187",,,
,,,,,,,,,,,,,,"Vosne-Romanee Clos des Reas","47,15628","4,954576",,,
,,,,,,,,,,,,,,"Vosne-Romanee Cros Parantoux","47,164115","4,946187",,,
,,,,,,,,,,,,,,"Vosne-Romanee En Orveaux","47,173174","4,948654",,,
,,,,,,,,,,,,,,"Vosne-Romanee La Croix Rameau","47,162962","4,955177",,,
,,,,,,,,,,,,,,"Vosne-Romanee Les Beaux Monts","47,166814","4,946208",,,
,,,,,,,,,,,,,,"Vosne-Romanee Les Chaumes","47,157622","4,952946",,,
,,,,,,,,,,,,,,"Vosne-Romanee Les Gaudichots","47,159402","4,946487",,,
,,,,,,,,,,,,,,"Vosne-Romanee Les Petits Monts","47,162466","4,945586",,,
,,,,,,,,,,,,,,"Vosne-Romanee Les Rouges","47,170752","4,946423",,,
,,,,,,,,,,,,,,"Vosne-Romanee Les Suchots","47,165296","4,951744",,,
,,,,,,,,"Vougeot","47,17682","4,963546",,,,,,,,,
,,,,,,,,,,,"Vougeot Grand Cru","47,17682","4,963546",,,,,,
,,,,,,,,,,,,,,"Clos de Vougeot","47,172824","4,958353",,,
,,,,,,,,,,,"Vougeot Premier Cru","47,17682","4,963546",,,,,,
,,,,,,,,,,,,,,"Vougeot Clos de la Perriere","47,176762","4,956594",,,
,,,,,,,,,,,,,,"Vougeot Le Clos Blanc","47,176485","4,958138",,,
,,,,,,,,,,,,,,"Vougeot Les Cras","47,176091","4,960713",,,
,,,,,,,,,,,,,,"Vougeot Les Petits Vougeots","47,177579","4,957151",,,
,,,,,"Irancy","47,718539","3,666687",,,,,,,,,,,,
,,,,,"Maconnais","46,343136","4,817505",,,,,,,,,,,,
,,,,,,,,"Macon","46,310893","4,830551",,,,,,,,,
,,,,,,,,,,,"Macon Aze","46,435491","4,7612",,,,,,
,,,,,,,,,,,"Macon Bray","46,506073","4,721031",,,,,,
,,,,,,,,,,,"Macon Burgy","46,467187","4,832268",,,,,,
,,,,,,,,,,,"Macon Bussieres","46,340054","4,709015",,,,,,
,,,,,,,,,,,"Macon Chaintre","46,262137","4,759312",,,,,,
,,,,,,,,,,,"Macon Chardonnay","46,514461","4,858017",,,,,,
,,,,,,,,,,,"Macon Charnay","46,313264","4,796219",,,,,,
,,,,,,,,,,,"Macon Cruzille","46,508317","4,796562",,,,,,
,,,,,,,,,,,"Macon Davaye","46,304015","4,741974",,,,,,
,,,,,,,,,,,"Macon Fuisse","46,28314","4,742317",,,,,,
,,,,,,,,,,,"Macon Ige","46,3962","4,741287",,,,,,
,,,,,,,,,,,"Macon La Roche-Vineuse","46,352141","4,724808",,,,,,
,,,,,,,,,,,"Macon Loche","46,279758","4,767981",,,,,,
,,,,,,,,,,,"Macon Lugny","46,476645","4,809952",,,,,,
,,,,,,,,,,,"Macon Mancey","46,581047","4,833298",,,,,,
,,,,,,,,,,,"Macon Milly-Lamartine","46,354511","4,692535",,,,,,
,,,,,,,,,,,"Macon Montbellet","46,476172","4,871063",,,,,,
,,,,,,,,,,,"Macon Peronne","46,441169","4,809608",,,,,,
,,,,,,,,,,,"Macon Pierreclos","46,336025","4,689789",,,,,,
,,,,,,,,,,,"Macon Prisse","46,325594","4,746094",,,,,,
,,,,,,,,,,,"Macon Saint-Gengoux","46,617846","4,662495",,,,,,
,,,,,,,,,,,"Macon Serrieres","46,311367","4,679832",,,,,,
,,,,,,,,,,,"Macon Solutre-Pouilly","46,295713","4,737167",,,,,,
,,,,,,,,,,,"Macon Uchizy","46,504537","4,884453",,,,,,
,,,,,,,,,,,"Macon Vergisson","46,31113","4,709702",,,,,,
,,,,,,,,,,,"Macon Verze","46,381044","4,732361",,,,,,
,,,,,,,,,,,"Macon Vinzelles","46,273648","4,767723",,,,,,
,,,,,,,,"Macon-Villages","46,317533","4,827118",,,,,,,,,
,,,,,,,,"Pouilly-Fuisse","46,286936","4,738884",,,,,,,,,
,,,,,,,,"Pouilly-Loche","46,281538","4,764032",,,,,,,,,
,,,,,,,,"Pouilly-Vinzelles","46,270326","4,760857",,,,,,,,,
,,,,,,,,"Saint-Veran","46,308759","4,741287",,,,,,,,,
,,,,,,,,"Vire-Clesse","46,451578","4,841537",,,,,,,,,
,,,,,"Saint-Bris","47,750405","3,648834",,,,,,,,,,,,
,"Calvados",,"49,095452","-1,098633",,,,,,,,,,,,,,,
,,,,,"Calvados Domfrontais","48,618385","-0,653687",,,,,,,,,,,,
,,,,,"Calvados Pays d'Auge","49,138597","0,197754",,,,,,,,,,,,
,,,,,"Pommeau","48,078079","-0,769043",,,,,,,,,,,,
,,,,,,,,"Pommeau de Bretagne","48,114767","-1,680908",,,,,,,,,
,,,,,,,,"Pommeau de Normandie","49,181703","-0,384521",,,,,,,,,
,,,,,,,,"Pommeau du Maine","48,070738","-0,769043",,,,,,,,,
,"Champagne",,"49,037868","3,955078",,,,,,,,,,,,,,,
,,,,,"Champagne Blanc de Blancs","49,041469","3,949585",,,,,,,,,,,,
,,,,,"Champagne Blanc de Noirs","49,296472","4,026489",,,,,,,,,,,,
,,,,,"Champagne Brut","49,034267","3,955078",,,,,,,,,,,,
,,,,,"Champagne Brut Nature - Zero","49,034267","3,955078",,,,,,,,,,,,
,,,,,"Champagne Demi-Sec","49,037868","3,955078",,,,,,,,,,,,
,,,,,"Champagne Doux","49,037868","3,955078",,,,,,,,,,,,
,,,,,"Champagne Extra Brut","49,04507","3,949585",,,,,,,,,,,,
,,,,,"Champagne Extra Dry","49,037868","3,955078",,,,,,,,,,,,
,,,,,"Champagne Rose [Pink]","49,037868","3,949585",,,,,,,,,,,,
,,,,,"Champagne Sec","49,037868","3,955078",,,,,,,,,,,,
,,,,,"Coteaux Champenois","49,253465","4,026489",,,,,,,,,,,,
,,,,,"Eau-de-Vie de Marc de Champagne","49,25705","4,020996",,,,,,,,,,,,
,,,,,"Rose des Riceys","47,998193","4,360199",,,,,,,,,,,,
,"Cognac",,"45,675482","-0,318604",,,,,,,,,,,,,,,
,,,,,"Cognac Bois Ordinaires","46,13417","-1,164551",,,,,,,,,,,,
,,,,,"Cognac Bons Bois","45,92823","-0,675659",,,,,,,,,,,,
,,,,,"Cognac Borderies","45,775186","-0,422974",,,,,,,,,,,,
,,,,,"Cognac Fine Champagne","45,675482","-0,33371",,,,,,,,,,,,
,,,,,"Cognac Fins Bois","45,644768","0,153809",,,,,,,,,,,,
,,,,,"Cognac Grande Champagne","45,623643","-0,22522",,,,,,,,,,,,
,,,,,"Cognac Grande Fine Champagne","45,622682","-0,226593",,,,,,,,,,,,
,,,,,"Cognac Petite Champagne","45,449534","-0,435333",,,,,,,,,,,,
,,,,,"Cognac Petite Fine Champagne","45,450497","-0,447693",,,,,,,,,,,,
,,,,,"Esprit de Cognac","45,675482","-0,32959",,,,,,,,,,,,
,,,,,"Pineau des Charentes","45,667805","-0,32959",,,,,,,,,,,,
,"Corsica",,"42,039604","9,012893",,,,,,,,,,,,,,,
,,,,,"Ajaccio","41,967659","8,717651",,,,,,,,,,,,
,,,,,"Muscat du Cap Corse","42,811522","9,393311",,,,,,,,,,,,
,,,,,"Patrimonio","42,674359","9,195557",,,,,,,,,,,,
,,,,,"Vin de Corse","42,173582","9,103546",,,,,,,,,,,,
,,,,,,,,"Corse Calvi","42,613749","8,75061",,,,,,,,,
,,,,,,,,"Corse Coteaux du Cap Corse","42,815551","9,40979",,,,,,,,,
,,,,,,,,"Corse Figari","41,494692","9,106293",,,,,,,,,
,,,,,,,,"Corse Porto-Vecchio","41,607228","9,269714",,,,,,,,,
,,,,,,,,"Corse Sartene","41,677015","8,959351",,,,,,,,,
,"Jura",,"46,800059","5,657959",,,,,,,,,,,,,,,
,,,,,"Arbois","46,912751","5,762329",,,,,,,,,,,,
,,,,,"Arbois-Pupillin","46,912751","5,765076",,,,,,,,,,,,
,,,,,"Chateau-Chalon","46,7549","5,626338",,,,,,,,,,,,
,,,,,"Cotes du Jura","46,871458","5,685425",,,,,,,,,,,,
,,,,,"Cremant du Jura","46,878968","5,685425",,,,,,,,,,,,
,,,,,"L'Etoile","46,709736","5,526123",,,,,,,,,,,,
,,,,,"Macvin du Jura","46,867703","5,685425",,,,,,,,,,,,
,"L'Est [France]",,"49,102645","6,174316",,,,,,,,,,,,,,,
,,,,,"Cotes de Toul","48,712713","5,899658",,,,,,,,,,,,
,,,,,"Moselle","49,239121","6,086426",,,,,,,,,,,,
,"Languedoc-Roussillon",,"43,389082","3,284912",,,,,,,,,,,,,,,
,,,,,"Banyuls","42,48343","3,128874",,,,,,,,,,,,
,,,,,,,,"Banyuls Grand Cru","42,494378","3,120117",,,,,,,,,
