"Country EN","Region 1 EN","Region 1 Local Language","Region 1 Latitude","Region 1 Longitude","Region 2 EN","Region 2 Latitude","Region 2 Longitude","Region 3 EN","Region 3 Latitude","Region 3 Longitude","Region 4 EN","Region 4 Latitude","Region 4 Longitude","Region 5 EN","Region 5 Latitude","Region 5 Longitude","Region 6 EN","Region 6 Latitude","Region 6 Longitude"
,,,,,,,,,,,,,,"Auxey-Duresses Clos Du Val","46,989065","4,75045",,,
,,,,,,,,,,,,,,"Auxey-Duresses La Chapelle","46,986752","4,747252",,,
,,,,,,,,,,,,,,"Auxey-Duresses Les Breterins","46,988801","4,751844",,,
,,,,,,,,,,,,,,"Auxey-Duresses Les Duresses","46,990001","4,756308",,,
,,,,,,,,,,,,,,"Auxey-Duresses Les Ecussaux","46,988172","4,758496",,,
,,,,,,,,,,,,,,"Auxey-Duresses Les Grands Champs","46,987396","4,752274",,,
,,,,,,,,,,,,,,"Auxey-Duresses Reugne","46,98883","4,753561",,,
,,,,,,,,"Beaune","47,040182","4,839478",,,,,,,,,
,,,,,,,,,,,"Beaune Premier Cru","47,02895","4,839478",,,,,,
,,,,,,,,,,,,,,"Beaune A l'Ecu","47,043984","4,825401",,,
,,,,,,,,,,,,,,"Beaune Aux Coucherias","47,030735","4,814715",,,
,,,,,,,,,,,,,,"Beaune Aux Cras","47,029389","4,819307",,,
,,,,,,,,,,,,,,"Beaune Belissand","47,023158","4,821582",,,
,,,,,,,,,,,,,,"Beaune Blanches Fleurs","47,045768","4,835358",,,
,,,,,,,,,,,,,,"Beaune Champs Pimont","47,027576","4,819436",,,
,,,,,,,,,,,,,,"Beaune Clos Saint-Landry","47,021666","4,815187",,,
,,,,,,,,,,,,,,"Beaune Clos Sainte-Anne","47,031685","4,819683",,,
,,,,,,,,,,,,,,"Beaune Clos de l'Ecu","47,044715","4,823577",,,
,,,,,,,,,,,,,,"Beaune Clos de la Feguine","47,030413","4,817655",,,
,,,,,,,,,,,,,,"Beaune Clos de la Mousse","47,026259","4,821024",,,
,,,,,,,,,,,,,,"Beaune Clos des Avaux","47,026142","4,816818",,,
,,,,,,,,,,,,,,"Beaune Clos des Ursules","47,018843","4,810746",,,
,,,,,,,,,,,,,,"Beaune Clos du Roi","47,044276","4,833899",,,
,,,,,,,,,,,,,,"Beaune En Genet","47,04413","4,829993",,,
,,,,,,,,,,,,,,"Beaune En l'Orme","47,046236","4,828706",,,
,,,,,,,,,,,,,,"Beaune La Mignotte","47,02819","4,817204",,,
,,,,,,,,,,,,,,"Beaune Le Bas des Teurons","47,030559","4,825015",,,
,,,,,,,,,,,,,,"Beaune Le Clos des Mouches","47,019677","4,806261",,,
,,,,,,,,,,,,,,"Beaune Les Aigrots","47,023977","4,810123",,,
,,,,,,,,,,,,,,"Beaune Les Avaux","47,024709","4,819307",,,
,,,,,,,,,,,,,,"Beaune Les Boucherottes","47,017014","4,810123",,,
,,,,,,,,,,,,,,"Beaune Les Bressandes","47,040943","4,822397",,,
,,,,,,,,,,,,,,"Beaune Les Cents Vignes","47,03948","4,828148",,,
,,,,,,,,,,,,,,"Beaune Les Chouacheux","47,019355","4,815273",,,
,,,,,,,,,,,,,,"Beaune Les Epenotes","47,014761","4,810638",,,
,,,,,,,,,,,,,,"Beaune Les Feves","47,04258","4,825144",,,
,,,,,,,,,,,,,,"Beaune Les Greves","47,034684","4,823771",,,
,,,,,,,,,,,,,,"Beaune Les Marconnets","47,047201","4,831066",,,
,,,,,,,,,,,,,,"Beaune Les Montrevenots","47,019881","4,801626",,,
,,,,,,,,,,,,,,"Beaune Les Perrieres","47,044861","4,826431",,,
,,,,,,,,,,,,,,"Beaune Les Reverses","47,025089","4,823642",,,
,,,,,,,,,,,,,,"Beaune Les Sceaux","47,023948","4,825101",,,
,,,,,,,,,,,,,,"Beaune Les Seurey","47,026698","4,81935",,,
,,,,,,,,,,,,,,"Beaune Les Sizies","47,02386","4,816217",,,
,,,,,,,,,,,,,,"Beaune Les Teurons","47,028014","4,824028",,,
,,,,,,,,,,,,,,"Beaune Les Toussaints","47,037667","4,826088",,,
,,,,,,,,,,,,,,"Beaune Les Tuvilains","47,021344","4,818063",,,
,,,,,,,,,,,,,,"Beaune Les Vignes Franches","47,020701","4,812956",,,
,,,,,,,,,,,,,,"Beaune Montee Rouge","47,028775","4,812183",,,
,,,,,,,,,,,,,,"Beaune Pertuisots","47,022749","4,813643",,,
,,,,,,,,,,,,,,"Beaune Sur les Greves","47,033075","4,820251",,,
,,,,,,,,"Blagny","46,960573","4,729614",,,,,,,,,
,,,,,,,,,,,"Blagny Premier Cru","46,960573","4,729614",,,,,,
,,,,,,,,,,,,,,"Blagny Hameau de Blagny","46,957937","4,740601",,,
,,,,,,,,,,,,,,"Blagny La Jeunellotte","46,960222","4,739313",,,
,,,,,,,,,,,,,,"Blagny La Piece Sous le Bois","46,962067","4,743733",,,
,,,,,,,,,,,,,,"Blagny Sous Blagny","46,959021","4,739828",,,
,,,,,,,,,,,,,,"Blagny Sous le Dos d'Ane","46,961393","4,744892",,,
,,,,,,,,,,,,,,"Blagny Sous le Puits","46,959079","4,737253",,,
,,,,,,,,,,,,,,"Blagny sur La Garenne","46,958289","4,739442",,,
,,,,,,,,"Chassagne-Montrachet","46,943231","4,722748",,,,,,,,,
,,,,,,,,,,,"Chassagne-Montrachet Grand Cru","46,938777","4,730129",,,,,,
,,,,,,,,,,,,,,"Criots-Batard-Montrachet","46,941151","4,737725",,,
,,,,,,,,,,,"Chassagne-Montrachet Premier Cru","46,938777","4,730129",,,,,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Abbaye de Morgeot","46,925172","4,72131",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Blanchot Dessus","46,941531","4,735579",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Bois De Chassagne","46,926147","4,715238",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Cailleret","46,931656","4,722576",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Champs Jendreau","46,927378","4,72734",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Chassagne du Clos Chareau","46,920607","4,718843",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Chassagne du Clos Saint-Jean","46,936286","4,723821",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Clos Pitois","46,922835","4,716268",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Clos Saint-Jean","46,937927","4,724593",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Dent de Chien","46,942821","4,735236",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet En Cailleret","46,931715","4,72249",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet En Remilly","46,945194","4,734764",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet En Virondot","46,931334","4,719572",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Ez Crets","46,935261","4,729571",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Ez Crottes","46,925971","4,724507",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Francemont","46,923978","4,717169",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Guerchere","46,925092","4,725323",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Boudriotte","46,927817","4,725151",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Cardeuse","46,922007","4,718537",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Chapelle","46,923655","4,723091",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Grande Borne","46,921516","4,717941",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Grande Montagne","46,929458","4,717512",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Maltroie","46,93447","4,727082",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Romanee","46,927729","4,716825",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet La Roquemaure","46,927187","4,72322",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Le Chassagne","46,935202","4,723005",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Baudines","46,925473","4,711933",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Boirettes","46,921955","4,721203",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Bondues","46,94074","4,734335",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Brussonnes","46,922673","4,718821",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Champs Gain","46,932404","4,725494",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Chaumees","46,942293","4,725323",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Chaumes","46,926264","4,726396",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Chenevottes","46,941707","4,73176",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Combards","46,935246","4,72204",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Commes","46,943084","4,733133",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Embazees","46,9243","4,714336",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Fairendes","46,929253","4,723091",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Grandes Clos","46,925267","4,718671",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Grandes Ruchottes","46,929341","4,720259",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Macherelles","46,939686","4,730644",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Murees","46,936433","4,725795",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Pasquelles","46,943055","4,729743",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Petites Fairendes","46,928052","4,723198",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Petits Clos","46,927466","4,720173",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Places","46,936785","4,730816",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Rebichets","46,938543","4,726954",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Les Vergers","46,940828","4,728026",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Morgeot","46,923626","4,720087",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Petingeret","46,943172","4,727726",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Tete du Clos","46,925707","4,716825",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Tonton Marcel","46,938894","4,729357",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Vide Bourse","46,941678","4,740558",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Vigne Blanche","46,926352","4,722061",,,
,,,,,,,,,,,,,,"Chassagne-Montrachet Vigne Derriere","46,933766","4,723606",,,
,,,,,,,,"Chorey-les-Beaune","47,048887","4,86904",,,,,,,,,
,,,,,,,,"Corton Grand Cru","47,070239","4,860764",,,,,,,,,
,,,,,,,,,,,"Corton Blanc","47,070122","4,855614",,,,,,
,,,,,,,,,,,"Corton Clos des Meix","47,065313","4,85865",,,,,,
,,,,,,,,,,,"Corton Clos du Roi","47,073395","4,866085",,,,,,
,,,,,,,,,,,"Corton La Toppe au Vert","47,07409","4,875998",,,,,,
,,,,,,,,,,,"Corton La Vigne au Saint","47,067053","4,855957",,,,,,
,,,,,,,,,,,"Corton Le Corton","47,076201","4,865184",,,,,,
,,,,,,,,,,,"Corton Le Meix Lallemand","47,066614","4,857931",,,,,,
,,,,,,,,,,,"Corton Le Rognet et Corton","47,076464","4,873166",,,,,,
,,,,,,,,,,,"Corton Les Basses Mourottes","47,080001","4,872351",,,,,,
,,,,,,,,,,,"Corton Les Bressandes","47,072869","4,868574",,,,,,
,,,,,,,,,,,"Corton Les Carrieres","47,074058","4,877612",,,,,,
,,,,,,,,,,,"Corton Les Chaumes","47,069771","4,85158",,,,,,
,,,,,,,,,,,"Corton Les Combes","47,065679","4,857116",,,,,,
,,,,,,,,,,,"Corton Les Fietres","47,067111","4,859047",,,,,,
,,,,,,,,,,,"Corton Les Grandes Lolieres","47,076494","4,875011",,,,,,
,,,,,,,,,,,"Corton Les Greves","47,069245","4,862823",,,,,,
,,,,,,,,,,,"Corton Les Hautes Mourottes","47,080293","4,871192",,,,,,
,,,,,,,,,,,"Corton Les Languettes","47,071525","4,859648",,,,,,
,,,,,,,,,,,"Corton Les Marechaudes","47,072372","4,871256",,,,,,
,,,,,,,,,,,"Corton Les Moutottes","47,077955","4,874969",,,,,,
,,,,,,,,,,,"Corton Les Paulands","47,071583","4,869776",,,,,,
,,,,,,,,,,,"Corton Les Perrieres","47,067959","4,861193",,,,,,
,,,,,,,,,,,"Corton Les Pougets","47,069888","4,85733",,,,,,
,,,,,,,,,,,"Corton Les Renardes","47,077604","4,867887",,,,,,
,,,,,,,,,,,"Corton Les Vergennes","47,074681","4,873595",,,,,,
,,,,,,,,,,,"Corton-Charlemagne","47,072402","4,852266",,,,,,
,,,,,,,,"Cote de Beaune-Villages","47,02603","4,840004",,,,,,,,,
,,,,,,,,"Ladoix","47,06605","4,886974",,,,,,,,,
,,,,,,,,,,,"Ladoix Premier Cru","47,074331","4,876556",,,,,,
,,,,,,,,,,,,,,"Ladoix Basses Mourottes","47,08117","4,872694",,,
,,,,,,,,,,,,,,"Ladoix Bois Roussot","47,07927","4,876213",,,
,,,,,,,,,,,,,,"Ladoix En Naget","47,083084","4,872479",,,
,,,,,,,,,,,,,,"Ladoix Hautes Mourottes","47,081082","4,871149",,,
,,,,,,,,,,,,,,"Ladoix La Corvee","47,082251","4,885783",,,
,,,,,,,,,,,,,,"Ladoix La Micaude","47,082397","4,888573",,,
,,,,,,,,,,,,,,"Ladoix Le Clou d'Orge","47,082879","4,883595",,,
,,,,,,,,,,,,,,"Ladoix Le Rognet et Corton","47,077575","4,870763",,,
,,,,,,,,,,,,,,"Ladoix Les Buis","47,083829","4,887071",,,
,,,,,,,,,,,,,,"Ladoix Les Grechons et Foutrieres","47,084121","4,873638",,,
,,,,,,,,,,,,,,"Ladoix Les Joyeuses","47,080147","4,876546",,,
,,,,,,,,"Maranges","46,909525","4,665664",,,,,,,,,
,,,,,,,,,,,"Maranges Premier Cru","46,909525","4,665664",,,,,,
,,,,,,,,,,,,,,"Maranges Clos de la Boutiere","46,907459","4,671292",,,
,,,,,,,,,,,,,,"Maranges Clos de la Fussiere","46,909665","4,666003",,,
,,,,,,,,,,,,,,"Maranges La Fussiere","46,909937","4,66404",,,
,,,,,,,,,,,,,,"Maranges Le Clos des Loyeres","46,908031","4,659362",,,
,,,,,,,,,,,,,,"Maranges Le Clos des Rois","46,909525","4,665664",,,
,,,,,,,,,,,,,,"Maranges Le Croix Moines","46,912443","4,659212",,,
,,,,,,,,,,,,,,"Maranges Les Clos Roussots","46,905949","4,66876",,,
,,,,,,,,"Meursault","46,982126","4,768066",,,,,,,,,
,,,,,,,,,,,"Meursault Premier Cru","46,979784","4,753647",,,,,,
,,,,,,,,,,,,,,"Meursault Blagny","46,961511","4,743004",,,
,,,,,,,,,,,,,,"Meursault Charmes","46,958699","4,755707",,,
,,,,,,,,,,,,,,"Meursault Clos des Perrieres","46,959402","4,751158",,,
,,,,,,,,,,,,,,"Meursault Genevrieres","46,964205","4,757252",,,
,,,,,,,,,,,,,,"Meursault La Jeunellotte","46,960222","4,739356",,,
,,,,,,,,,,,,,,"Meursault La Piece Sous le Bois","46,961803","4,742489",,,
,,,,,,,,,,,,,,"Meursault Les Boucheres","46,970121","4,759698",,,
,,,,,,,,,,,,,,"Meursault Les Caillerets","46,991084","4,774976",,,
,,,,,,,,,,,,,,"Meursault Les Cras","46,989065","4,773045",,,
,,,,,,,,,,,,,,"Meursault Les Gouttes d'Or","46,972581","4,761415",,,
,,,,,,,,,,,,,,"Meursault Les Plures","46,987074","4,77416",,,
,,,,,,,,,,,,,,"Meursault Les Ravelles","46,960398","4,737639",,,
,,,,,,,,,,,,,,"Meursault Perrieres","46,961511","4,751501",,,
,,,,,,,,,,,,,,"Meursault Porusot","46,969828","4,761372",,,
,,,,,,,,,,,,,,"Meursault Santenots","46,989152","4,777336",,,
,,,,,,,,,,,,,,"Meursault Sous Blagny","46,959021","4,739914",,,
,,,,,,,,,,,,,,"Meursault Sous le Dos d'Ane","46,961218","4,744892",,,
,,,,,,,,"Monthelie","46,993602","4,765663",,,,,,,,,
,,,,,,,,,,,"Monthelie Premier Cru","46,993485","4,766006",,,,,,
,,,,,,,,,,,,,,"Monthelie Clos des Toisieres","46,989474","4,768109",,,
,,,,,,,,,,,,,,"Monthelie La Taupine","46,991524","4,770255",,,
,,,,,,,,,,,,,,"Monthelie Le Cas Rougeot","46,992694","4,770813",,,
,,,,,,,,,,,,,,"Monthelie Le Chateau Gaillard","46,991955","4,76827",,,
,,,,,,,,,,,,,,"Monthelie Le Clos Gauthey","46,992138","4,76944",,,
,,,,,,,,,,,,,,"Monthelie Le Clou des Chenes","46,995534","4,7718",,,
,,,,,,,,,,,,,,"Monthelie Le Meix Bataille","46,994129","4,76886",,,
,,,,,,,,,,,,,,"Monthelie Le Village","46,994008","4,767981",,,
,,,,,,,,,,,,,,"Monthelie Les Barbieres","46,995387","4,770555",,,
,,,,,,,,,,,,,,"Monthelie Les Champs Fulliots","46,991963","4,773088",,,
,,,,,,,,,,,,,,"Monthelie Les Cloux","46,994744","4,759612",,,
,,,,,,,,,,,,,,"Monthelie Les Duresses","46,992812","4,757895",,,
,,,,,,,,,,,,,,"Monthelie Les Riottes","46,994714","4,767981",,,
,,,,,,,,,,,,,,"Monthelie Les Vignes Rondes","46,99347","4,770362",,,
,,,,,,,,,,,,,,"Monthelie Sur la Velle","46,994217","4,773088",,,
,,,,,,,,"Pernand-Vergelesses","47,090228","4,844284",,,,,,,,,
,,,,,,,,,,,"Pernand-Vergelesses Premier Cru","47,086605","4,851837",,,,,,
,,,,,,,,,,,,,,"Pernand-Vergelesses Clos Berthet","47,082514","4,85158",,,
,,,,,,,,,,,,,,"Pernand-Vergelesses Creux de la Net","47,070414","4,846044",,,
,,,,,,,,,,,,,,"Pernand-Vergelesses En Caradeux","47,074185","4,847803",,,
,,,,,,,,,,,,,,"Pernand-Vergelesses Ile des Vergelesses","47,066965","4,845529",,,
,,,,,,,,,,,,,,"Pernand-Vergelesses Les Fichots","47,069946","4,849348",,,
,,,,,,,,,,,,,,"Pernand-Vergelesses Les Vergelesses","47,063165","4,841967",,,
,,,,,,,,,,,,,,"Pernand-Vergelesses Sous Fretille","47,081725","4,854884",,,
,,,,,,,,,,,,,,"Pernand-Vergelesses Village de Pernand","47,079606","4,853425",,,
,,,,,,,,"Pommard","47,01163","4,795532",,,,,,,,,
,,,,,,,,,,,"Pommard Premier Cru","47,010928","4,796219",,,,,,
,,,,,,,,,,,,,,"Pommard Clos Blanc","47,01046","4,799223",,,
,,,,,,,,,,,,,,"Pommard Clos de Verger","47,012215","4,793859",,,
,,,,,,,,,,,,,,"Pommard Clos de la Commaraine","47,011513","4,795704",,,
,,,,,,,,,,,,,,"Pommard Derriere Saint-Jean","47,00787","4,795275",,,
,,,,,,,,,,,,,,"Pommard En Largilliere","47,013913","4,80094",,,
,,,,,,,,,,,,,,"Pommard Epenots","47,012859","4,804716",,,
,,,,,,,,,,,,,,,,,"Pommard Clos des Epeneaux","47,013276","4,804609"
,,,,,,,,,,,,,,,,,"Pommard Les Grands Epenots","47,012303","4,801712"
,,,,,,,,,,,,,,,,,"Pommard Les Petits Epenots","47,01324","4,80772"
,,,,,,,,,,,,,,"Pommard La Chaniere","47,017453","4,78519",,,
,,,,,,,,,,,,,,"Pommard La Platiere","47,016043","4,791369",,,
,,,,,,,,,,,,,,"Pommard La Refene","47,010752","4,797163",,,
,,,,,,,,,,,,,,"Pommard Le Clos Micot","47,00566","4,795189",,,
,,,,,,,,,,,,,,"Pommard Le Village","47,009875","4,795017",,,
,,,,,,,,,,,,,,"Pommard Les Arvelets","47,014147","4,792185",,,
,,,,,,,,,,,,,,"Pommard Les Bertins","47,004987","4,792399",,,
,,,,,,,,,,,,,,"Pommard Les Boucherottes","47,015668","4,807034",,,
,,,,,,,,,,,,,,"Pommard Les Chanlins-Bas","47,006041","4,786177",,,
,,,,,,,,,,,,,,"Pommard Les Chaponnieres","47,007709","4,791069",,,
,,,,,,,,,,,,,,"Pommard Les Charmots","47,013737","4,796391",,,
,,,,,,,,,,,,,,"Pommard Les Combes Dessus","47,003319","4,792013",,,
,,,,,,,,,,,,,,"Pommard Les Croix Noires","47,00689","4,791584",,,
,,,,,,,,,,,,,,"Pommard Les Fremiers","47,004461","4,789567",,,
,,,,,,,,,,,,,,"Pommard Les Jarolieres","47,0049","4,787807",,,
,,,,,,,,,,,,,,"Pommard Les Pezerolles","47,015493","4,802399",,,
,,,,,,,,,,,,,,"Pommard Les Poutures","47,006626","4,793515",,,
,,,,,,,,,,,,,,"Pommard Les Rugiens Bas","47,007592","4,789438",,,
,,,,,,,,,,,,,,"Pommard Les Saussilles","47,016663","4,803858",,,
,,,,,,,,"Puligny-Montrachet","46,949325","4,74472",,,,,,,,,
,,,,,,,,,,,"Puligny-Montrachet Grand Cru","46,946161","4,752445",,,,,,
,,,,,,,,,,,,,,"Batard-Montrachet","46,943289","4,739485",,,
,,,,,,,,,,,,,,"Bienvenues-Batard-Montrachet","46,945677","4,742146",,,
,,,,,,,,,,,,,,"Chevalier-Montrachet","46,946219","4,737082",,,
,,,,,,,,,,,,,,"Le Montrachet","46,945282","4,738455",,,
,,,,,,,,,,,"Puligny-Montrachet Premier Cru","46,946747","4,753304",,,,,,
,,,,,,,,,,,,,,"Puligny-Montrachet Champ Canet","46,957176","4,748068",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Champ Gain","46,953133","4,736652",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Clavaillon","46,950965","4,74472",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Clos de la Garenne","46,954422","4,744935",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Clos de la Mouchere","46,952957","4,746952",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Hameau de Blagny","46,957703","4,740515",,,
,,,,,,,,,,,,,,"Puligny-Montrachet La Garenne","46,955945","4,737167",,,
,,,,,,,,,,,,,,"Puligny-Montrachet La Truffiere","46,955945","4,741974",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Le Cailleret","46,948797","4,740944",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Les Chalumaux","46,958289","4,744806",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Les Combettes","46,956004","4,749699",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Les Demoiselles","46,949003","4,739614",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Les Folatieres","46,95284","4,741201",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Les Perrieres","46,954012","4,750042",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Les Pucelles","46,948358","4,742403",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Les Referts","46,955652","4,752617",,,
,,,,,,,,,,,,,,"Puligny-Montrachet Sous le Puits","46,958523","4,736652",,,
,,,,,,,,"Saint-Aubin","46,953168","4,707642",,,,,,,,,
,,,,,,,,,,,"Saint-Aubin Premier Cru","46,952254","4,707813",,,,,,
,,,,,,,,,,,,,,"Saint-Aubin Bas de Vermarain a l'Est","46,958523","4,715195",,,
,,,,,,,,,,,,,,"Saint-Aubin Derriere Chez Edouard","46,950951","4,707685",,,
,,,,,,,,,,,,,,"Saint-Aubin Derriere la Tour","46,95741","4,719915",,,
,,,,,,,,,,,,,,"Saint-Aubin Echaille","46,952079","4,709058",,,
,,,,,,,,,,,,,,"Saint-Aubin En Creot","46,957908","4,717255",,,
,,,,,,,,,,,,,,"Saint-Aubin En Montceau","46,955184","4,723735",,,
,,,,,,,,,,,,,,"Saint-Aubin En Remilly","46,948153","4,730387",,,
,,,,,,,,,,,,,,"Saint-Aubin En Vollon Est","46,947567","4,721031",,,
,,,,,,,,,,,,,,"Saint-Aubin En la Ranche","46,954363","4,713564",,,
,,,,,,,,,,,,,,"Saint-Aubin Es Champs","46,954891","4,716997",,,
,,,,,,,,,,,,,,"Saint-Aubin La Chateniere","46,953075","4,725881",,,
,,,,,,,,,,,,,,"Saint-Aubin Le Bas de Gamay Est","46,952752","4,724679",,,
,,,,,,,,,,,,,,"Saint-Aubin Le Charmois","46,94537","4,724808",,,
,,,,,,,,,,,,,,"Saint-Aubin Le Puits","46,952328","4,707942",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Castets","46,949706","4,706311",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Champlots","46,956736","4,725065",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Combes","46,94786","4,72661",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Combes au Sud","46,946922","4,728112",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Cortons","46,95035","4,727898",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Frionnes","46,953514","4,714551",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Perrieres","46,95202","4,711332",,,
,,,,,,,,,,,,,,"Saint-Aubin Les Travers de Marinot","46,953192","4,708972",,,
,,,,,,,,,,,,,,"Saint-Aubin Marinot","46,952869","4,710217",,,
,,,,,,,,,,,,,,"Saint-Aubin Murgers des Dents de Chien","46,952313","4,730129",,,
,,,,,,,,,,,,,,"Saint-Aubin Pitangeret","46,944432","4,728198",,,
,,,,,,,,,,,,,,"Saint-Aubin Sous Roche Dumay","46,954774","4,729142",,,
,,,,,,,,,,,,,,"Saint-Aubin Sur Gamay","46,95366","4,727383",,,
,,,,,,,,,,,,,,"Saint-Aubin Sur le Sentier du Clou","46,953909","4,712212",,,
,,,,,,,,,,,,,,"Saint-Aubin Vignes Moingeon","46,95656","4,715796",,,
,,,,,,,,,,,,,,"Saint-Aubin Village","46,949837","4,710581",,,
,,,,,,,,"Saint-Romain","47,000861","4,708672",,,,,,,,,
,,,,,,,,"Santenay","46,913455","4,704895",,,,,,,,,
,,,,,,,,,,,"Santenay Premier Cru","46,914041","4,696312",,,,,,
,,,,,,,,,,,,,,"Santenay Beauregard","46,917588","4,705539",,,
,,,,,,,,,,,,,,"Santenay Beaurepaire","46,91709","4,695926",,,
,,,,,,,,,,,,,,"Santenay Clos Faubard","46,916503","4,703178",,,
,,,,,,,,,,,,,,"Santenay Clos Rousseau","46,909057","4,673524",,,
,,,,,,,,,,,,,,"Santenay Clos de Tavannes","46,918409","4,715066",,,
,,,,,,,,,,,,,,"Santenay Clos des Mouches","46,915477","4,703951",,,
,,,,,,,,,,,,,,"Santenay Grand Clos Rousseau","46,911696","4,673524",,,
,,,,,,,,,,,,,,"Santenay La Comme","46,920197","4,710603",,,
,,,,,,,,,,,,,,"Santenay La Maladiere","46,915243","4,689445",,,
,,,,,,,,,,,,,,"Santenay Les Gravieres","46,915624","4,708586",,,
,,,,,,,,,,,,,,"Santenay Les Passetemps","46,913161","4,699917",,,
,,,,,,,,"Savigny-les-Beaune","47,071992","4,806519",,,,,,,,,
,,,,,,,,,,,"Savigny-les-Beaune Premier Cru","47,069186","4,832611",,,,,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Aux Clous","47,062463","4,82626",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Aux Fourneaux","47,061118","4,844456",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Aux Gravains","47,061908","4,833426",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Aux Guettes","47,065386","4,822741",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Aux Serpentieres","47,062872","4,82995",,,
,,,,,,,,,,,,,,"Savigny-les-Beaune Basses Vergelesses","47,063048","4,841838",,,
